lap_id,driver_id,team,speed,sector_1,sector_2,sector_3,season,round
907,14,Ferrari,307.26,38.64,33.92,31.39,2023,18
908,15,RedBull,303.13,39.58,30.11,21.89,2024,7
909,10,AstonMartin,293.26,38.06,38.41,34.96,2023,13
910,3,Mercedes,287.6,32.55,40.34,27.2,2022,23
911,15,RedBull,286.18,39.41,35.93,23.34,2025,7
912,20,Mercedes,294.23,39.55,35.01,24.44,2024,21
913,18,Alpine,315.59,31.86,39.05,20.18,2025,5
914,10,AstonMartin,308.79,26.43,32.21,28.75,2023,19
915,2,Alpine,316.06,26.77,44.5,29.38,2023,3
916,13,RedBull,288.41,29.75,36.14,34.79,2023,18
917,3,Mercedes,286.91,39.07,30.75,22.05,2025,2
918,11,Williams,297.85,28.45,38.95,25.75,2023,15
919,14,Ferrari,307.75,37.82,42.42,33.7,2025,17
920,17,Ferrari,299.21,39.31,34.3,34.43,2024,23
921,12,RedBull,328.54,30.16,33.87,32.94,2023,13
922,16,AlphaTauri,290.25,29.88,42.97,29.5,2024,16
923,17,Ferrari,296.97,39.44,30.34,32.41,2024,3
924,5,Ferrari,310.9,35.01,37.72,33.83,2022,15
925,3,Mercedes,317.24,31.68,36.47,24.1,2025,3
926,15,RedBull,316.15,34.9,39.93,22.26,2024,15
927,12,RedBull,342.8,38.24,32.57,25.77,2025,24
928,18,Alpine,305.98,35.45,40.81,25.62,2023,18
929,15,RedBull,328.32,37.81,37.24,31.68,2024,7
930,11,Williams,332.95,25.61,42.25,20.14,2025,15
931,16,AlphaTauri,293.14,32.14,43.05,21.3,2025,18
932,7,AstonMartin,309.1,35.82,33.21,23.01,2025,9
933,16,AlphaTauri,324.37,32.32,38.73,30.98,2023,5
934,17,Ferrari,338.45,38.68,42.99,24.51,2022,20
935,6,Ferrari,293.39,28.04,43.15,31.8,2024,12
936,4,Ferrari,292.26,35.64,30.32,23.82,2022,15
937,6,Ferrari,286.58,31.18,34.87,29.67,2025,23
938,13,RedBull,284.18,39.55,39.57,21.51,2022,21
939,12,RedBull,299.0,38.49,42.91,28.54,2025,24
940,4,Ferrari,325.53,30.09,38.55,21.95,2024,7
941,2,Alpine,314.24,27.04,35.74,29.48,2025,1
942,11,Williams,330.99,27.93,40.05,30.87,2022,12
943,12,RedBull,300.34,32.9,30.52,22.16,2023,3
944,13,RedBull,294.44,39.78,34.7,20.3,2024,12
945,9,Mercedes,290.58,29.66,30.4,28.01,2025,15
946,2,Alpine,309.08,30.71,43.22,31.77,2024,5
947,4,Ferrari,343.23,37.41,39.56,32.41,2025,1
948,7,AstonMartin,327.67,29.37,30.62,32.81,2025,12
949,2,Alpine,296.61,33.98,40.41,28.35,2022,14
950,14,Ferrari,322.06,34.42,30.28,34.43,2024,4
951,6,Ferrari,285.87,33.59,34.11,30.6,2025,4
952,5,Ferrari,300.69,38.26,35.21,30.47,2023,4
953,4,Ferrari,280.8,28.81,36.05,21.06,2024,5
954,2,Alpine,299.99,35.89,37.89,28.48,2022,8
955,7,AstonMartin,298.92,35.84,35.72,31.42,2025,5
956,18,Alpine,296.54,36.8,34.28,28.76,2022,6
957,9,Mercedes,335.75,36.96,37.71,31.32,2025,7
958,3,Mercedes,288.74,38.95,44.21,24.13,2022,13
959,10,AstonMartin,318.69,31.02,32.2,20.39,2025,21
960,2,Alpine,326.45,32.77,32.47,30.54,2023,19
961,15,RedBull,331.05,28.4,30.49,30.17,2023,19
962,4,Ferrari,323.27,38.86,44.06,22.18,2022,18
963,20,Mercedes,336.2,35.1,36.42,22.91,2025,8
964,9,Mercedes,308.56,32.57,30.09,26.5,2025,9
965,7,AstonMartin,299.83,39.01,35.23,25.83,2023,2
966,12,RedBull,315.42,29.74,35.73,25.64,2023,7
967,4,Ferrari,282.84,29.56,41.43,34.97,2024,24
968,11,Williams,300.0,38.82,43.44,22.42,2025,4
969,19,Ferrari,342.71,30.8,34.61,27.2,2025,9
970,2,Alpine,281.06,37.76,35.12,22.23,2024,16
971,4,Ferrari,280.53,36.71,33.67,32.21,2022,3
972,12,RedBull,309.07,31.74,31.48,31.2,2023,19
973,6,Ferrari,299.12,35.65,35.32,28.41,2024,16
974,6,Ferrari,303.75,32.75,38.95,29.31,2024,21
975,7,AstonMartin,323.24,33.05,35.73,26.88,2023,15
976,19,Ferrari,289.27,33.99,41.76,25.27,2024,17
977,10,AstonMartin,298.77,32.81,35.74,30.17,2023,6
978,19,Ferrari,315.71,35.91,35.36,33.35,2022,23
979,8,McLaren,309.19,29.63,37.04,29.57,2025,3
980,20,Mercedes,303.33,36.57,40.13,32.47,2023,5
981,5,Ferrari,331.64,36.74,39.83,23.97,2024,8
982,5,Ferrari,281.1,39.79,42.61,27.9,2025,21
983,13,RedBull,283.56,37.47,32.93,26.96,2022,8
984,8,McLaren,292.81,38.43,34.46,29.37,2025,8
985,3,Mercedes,330.45,27.42,38.46,28.18,2024,8
986,2,Alpine,338.28,31.96,41.36,20.21,2023,9
987,17,Ferrari,305.06,36.92,37.16,25.02,2022,9
988,4,Ferrari,331.02,31.22,41.62,31.17,2022,19
989,13,RedBull,334.39,31.39,40.01,23.82,2025,11
990,17,Ferrari,311.68,32.74,37.17,33.03,2024,1
991,7,AstonMartin,298.03,30.21,39.41,32.05,2023,2
992,19,Ferrari,283.1,26.25,35.49,33.0,2024,6
993,15,RedBull,302.25,39.87,40.49,25.7,2024,14
994,5,Ferrari,330.3,26.53,43.5,30.87,2024,24
995,18,Alpine,315.52,36.18,32.55,26.8,2022,19
996,12,RedBull,331.53,25.15,44.62,34.52,2025,14
997,13,RedBull,313.98,33.23,40.53,34.69,2024,3
998,12,RedBull,280.69,33.88,31.6,33.05,2024,2
999,7,AstonMartin,338.16,35.11,37.97,32.37,2022,12
1000,18,Alpine,287.78,25.76,35.72,20.23,2025,16
